date,team_1,team_2,_map,result_1,result_2,map_winner,starting_ct,ct_1,t_2,t_1,ct_2,event_id,match_id,rank_1,rank_2,map_wins_1,map_wins_2,match_winner
2020-03-18,Recon 5,TeamOne,Dust2,0,16,2,2,0,1,0,15,5151,2340454,62,63,0,2,2
2020-03-18,Recon 5,TeamOne,Inferno,13,16,2,2,8,6,5,10,5151,2340454,62,63,0,2,2
2020-03-18,New England Whalers,Station7,Inferno,12,16,2,1,9,6,3,10,5243,2340461,140,118,12,16,2
2020-03-18,Rugratz,Bad News Bears,Inferno,7,16,2,2,0,8,7,8,5151,2340453,61,38,0,2,2
2020-03-18,Rugratz,Bad News Bears,Vertigo,8,16,2,2,4,5,4,11,5151,2340453,61,38,0,2,2
2020-03-17,Singularity,Endpoint,Overpass,13,16,2,2,8,6,5,10,5247,2340456,71,41,0,2,2
2020-03-17,Singularity,Endpoint,Vertigo,11,16,2,1,6,9,5,7,5247,2340456,71,41,0,2,2
2020-03-17,Espada,Tricked,Dust2,16,10,1,2,3,8,13,2,5247,2340455,56,77,2,0,1
2020-03-17,Espada,Tricked,Nuke,16,10,1,1,7,8,9,2,5247,2340455,56,77,2,0,1
2020-03-17,fnatic,BIG,Mirage,12,16,2,1,9,6,3,10,5226,2340397,5,18,1,2,2
2020-03-17,Sprout,Movistar Riders,Mirage,16,10,1,2,9,2,7,8,5150,2340447,33,37,2,0,1
2020-03-17,Rooster,Skyfire,Inferno,16,13,1,1,7,8,9,5,5236,2340444,103,126,2,0,1
2020-03-17,Rooster,Skyfire,Overpass,16,1,1,2,2,0,14,1,5236,2340444,103,126,2,0,1
2020-03-17,Paradox,Airborne,Nuke,19,16,1,1,8,7,7,8,5236,2340443,112,187,1,2,2
2020-03-17,Paradox,Airborne,Mirage,9,16,2,2,6,4,3,12,5236,2340443,112,187,1,2,2
2020-03-17,Paradox,Airborne,Inferno,10,16,2,1,5,10,5,6,5236,2340443,112,187,1,2,2
2020-03-17,Alcoholics Anonymous,Station7,Mirage,5,16,2,2,2,4,3,12,5243,2340131,117,118,5,16,2
2020-03-17,New England Whalers,District 7,Nuke,16,7,1,2,7,1,9,6,5243,2340130,140,91,16,7,1
2020-03-17,AGO,HellRaisers,Train,16,5,1,2,3,3,13,2,5150,2340449,45,49,2,0,1
2020-03-17,AGO,HellRaisers,Inferno,16,5,1,1,11,4,5,1,5150,2340449,45,49,2,0,1
2020-03-17,Sprout,Movistar Riders,Inferno,16,7,1,1,13,2,3,5,5150,2340447,33,37,2,0,1
2020-03-17,fnatic,BIG,Overpass,16,7,1,2,4,4,12,3,5226,2340397,5,18,1,2,2
2020-03-17,Natus Vincere,North,Nuke,10,16,2,1,7,8,3,8,5226,2340396,1,23,0,2,2
2020-03-17,Natus Vincere,North,Dust2,10,16,2,1,5,10,5,6,5226,2340396,1,23,0,2,2
2020-03-17,forZe,Complexity,Train,9,16,2,2,3,7,6,9,5226,2340279,24,17,2,1,1
2020-03-17,forZe,Complexity,Mirage,19,17,1,1,10,5,5,10,5226,2340279,24,17,2,1,1
2020-03-17,fnatic,BIG,Inferno,7,16,2,1,5,10,2,6,5226,2340397,5,18,1,2,2
2020-03-17,forZe,Complexity,Dust2,16,9,1,2,8,2,8,7,5226,2340279,24,17,2,1,1
2020-03-17,pro100,Japaleno,Inferno,8,16,2,1,5,10,3,6,5150,2340448,43,64,0,2,2
2020-03-17,pro100,Japaleno,Dust2,14,16,2,2,6,9,8,7,5150,2340448,43,64,0,2,2
2020-03-17,GamerLegion,Nordavind,Vertigo,16,9,1,2,8,2,8,7,5150,2340450,35,47,1,2,2
2020-03-17,GamerLegion,Nordavind,Mirage,9,16,2,2,5,5,4,11,5150,2340450,35,47,1,2,2
2020-03-17,GamerLegion,Nordavind,Nuke,14,16,2,2,10,5,4,11,5150,2340450,35,47,1,2,2
2020-03-16,District 7,Bad News Bears,Vertigo,7,16,2,2,1,7,6,9,5151,2340320,93,33,7,16,2
2020-03-16,Thunder Logic,TeamOne,Mirage,5,16,2,1,4,11,1,5,5151,2340426,160,126,5,16,2
2020-03-16,Bad News Bears,Station7,Inferno,16,8,1,2,6,3,10,5,5151,2340315,33,133,16,8,1
2020-03-16,Rugratz,New England Whalers,Mirage,16,10,1,2,5,6,11,4,5151,2340046,85,178,16,10,1
2020-03-16,Recon 5,Oceanus,Nuke,16,5,1,1,10,5,6,0,5151,2340317,74,121,16,5,1
2020-03-16,Chaos,In The Lab,Dust2,16,1,1,1,14,1,2,0,5151,2340427,43,124,16,1,1
2020-03-16,Infinity,Thunder Logic,Dust2,16,14,1,2,10,5,6,9,5151,2340319,137,160,16,14,1
2020-03-16,District 7,Rugratz,Mirage,9,16,2,1,4,11,5,5,5151,2340318,93,85,9,16,2
2020-03-16,Under 21,TeamOne,Nuke,12,16,2,1,7,8,5,8,5151,2340322,80,126,12,16,2
2020-03-16,Chaos,Monstars,Inferno,16,12,1,1,9,6,7,6,5151,2339553,43,119,16,12,1
2020-03-16,Thunder Logic,New England Whalers,Nuke,16,13,1,1,6,9,10,4,5151,2340323,160,178,16,13,1
2020-03-16,Singularity,Espada,Nuke,16,11,1,2,9,3,7,8,5247,2340328,65,56,1,2,2
2020-03-16,Vitality,GODSENT,Vertigo,16,14,1,1,6,9,10,5,5226,2340063,10,17,2,0,1
2020-03-16,Vitality,GODSENT,Nuke,16,8,1,2,6,3,10,5,5226,2340063,10,17,2,0,1
2020-03-16,Astralis,NiP,Overpass,8,16,2,2,4,5,4,11,5226,2340065,2,12,0,2,2
2020-03-16,Thunder Logic,Under 21,Nuke,11,16,2,1,6,9,5,7,5151,2340428,160,80,11,16,2
2020-03-16,Astralis,NiP,Vertigo,6,16,2,1,3,12,3,4,5226,2340065,2,12,0,2,2
2020-03-16,Singularity,Espada,Mirage,11,16,2,1,5,10,6,6,5247,2340328,65,56,1,2,2
2020-03-16,Singularity,Espada,Dust2,9,16,2,2,6,4,3,12,5247,2340328,65,56,1,2,2
2020-03-16,ENCE,Spirit,Inferno,2,16,2,1,2,13,0,3,5226,2340391,21,27,0,2,2
2020-03-16,ENCE,Spirit,Train,14,16,2,2,7,8,7,8,5226,2340391,21,27,0,2,2
2020-03-15,Big Frames,Chaos,Overpass,13,16,2,2,10,4,3,12,5151,2340024,92,43,13,16,2
2020-03-15,Swole Identity,Mythic,Dust2,9,16,2,1,3,12,6,4,5151,2339757,79,58,9,16,2
2020-03-15,I sleep,Airborne,Nuke,10,16,2,2,3,8,7,8,5248,2340430,173,188,0,2,2
2020-03-15,I sleep,Airborne,Overpass,9,16,2,1,7,8,2,8,5248,2340430,173,188,0,2,2
2020-03-15,Thunder Logic,Swole Identity,Overpass,19,16,1,1,4,11,11,4,5151,2340243,160,79,19,16,1
2020-03-15,Chaos,Oceanus,Dust2,16,8,1,1,9,6,7,2,5151,2340425,43,121,16,8,1
2020-03-15,TeamOne,Big Frames,Nuke,16,5,1,1,13,2,3,3,5151,2340313,126,92,16,5,1
2020-03-15,Thunder Logic,In The Lab,Mirage,16,14,1,2,10,5,6,9,5151,2340388,160,124,16,14,1
2020-03-15,I sleep,Incept,Vertigo,16,8,1,1,8,7,8,1,5248,2340436,173,176,2,0,1
2020-03-15,FunPlus Phoenix,Cloud9,Train,20,22,2,1,5,10,10,5,5242,2340337,14,28,1,2,2
2020-03-15,Endpoint,Tricked,Mirage,6,16,2,1,4,11,2,5,5247,2340329,40,86,1,2,2
2020-03-15,Endpoint,Tricked,Train,14,16,2,1,6,9,8,7,5247,2340329,40,86,1,2,2
2020-03-15,Endpoint,Tricked,Dust2,16,13,1,2,10,4,6,9,5247,2340329,40,86,1,2,2
2020-03-15,Orgless,Dignitas,Inferno,12,16,2,1,6,9,6,7,5242,2340338,36,42,1,2,2
2020-03-15,Orgless,Dignitas,Nuke,10,16,2,1,5,10,5,6,5242,2340338,36,42,1,2,2
2020-03-15,Orgless,Dignitas,Train,16,8,1,2,8,1,8,7,5242,2340338,36,42,1,2,2
2020-03-15,FunPlus Phoenix,Cloud9,Inferno,3,16,2,2,0,4,3,12,5242,2340337,14,28,1,2,2
2020-03-15,I sleep,Incept,Dust2,16,6,1,1,11,4,5,2,5248,2340436,173,176,2,0,1
2020-03-15,FunPlus Phoenix,Cloud9,Nuke,16,10,1,2,5,6,11,4,5242,2340337,14,28,1,2,2
2020-03-14,Bad News Bears,Under 21,Dust2,18,22,2,1,4,11,11,4,5151,2340312,33,80,18,22,2
2020-03-14,ORDER,Paradox,Inferno,16,19,2,1,12,3,3,12,5236,2340282,55,112,2,1,1
2020-03-14,ORDER,Paradox,Vertigo,16,6,1,1,10,5,6,1,5236,2340282,55,112,2,1,1
2020-03-14,ORDER,Paradox,Mirage,16,4,1,2,4,1,12,3,5236,2340282,55,112,2,1,1
2020-03-14,EGOBOYZ,Infamous,Inferno,16,9,1,2,5,5,11,4,5244,2340429,226,267,1,2,2
2020-03-14,Triumph,Chaos,Nuke,16,8,1,1,9,6,7,2,5151,2340045,50,43,16,8,1
2020-03-14,Bad News Bears,Triumph,Inferno,16,10,1,2,5,6,11,4,5151,2340311,33,50,16,10,1
2020-03-14,Chaos,TeamOne,Inferno,16,3,1,2,3,1,13,2,5151,2340022,43,126,16,3,1
2020-03-14,TeamOne,Rugratz,Overpass,11,16,2,2,5,7,6,9,5151,2340309,126,85,11,16,2
2020-03-14,EGOBOYZ,Infamous,Overpass,8,16,2,2,2,7,6,9,5244,2340429,226,267,1,2,2
2020-03-14,Imperial,Reapers,Mirage,16,11,1,2,6,6,10,5,5245,2340431,130,241,2,0,1
2020-03-14,EGOBOYZ,Infamous,Mirage,18,22,2,2,7,8,8,7,5244,2340429,226,267,1,2,2
2020-03-14,Imperial,Reapers,Train,16,10,1,1,10,5,6,5,5245,2340431,130,241,2,0,1
2020-03-14,Supremacy,Infamous,Mirage,16,12,1,2,8,5,8,7,5244,2340433,212,267,2,0,1
2020-03-14,Chaos,MIBR,Train,16,6,1,1,9,6,7,0,5242,2340340,43,25,2,0,1
2020-03-14,Mythic,Station7,Dust2,14,16,2,2,3,12,11,4,5151,2340434,58,133,14,16,2
2020-03-14,Chaos,MIBR,Nuke,16,14,1,2,8,7,8,7,5242,2340340,43,25,2,0,1
2020-03-14,Gen.G,Envy,Train,19,17,1,1,5,10,10,5,5242,2340339,15,51,2,1,1
2020-03-14,Gen.G,Envy,Inferno,13,16,2,2,3,11,10,5,5242,2340339,15,51,2,1,1
2020-03-14,Gen.G,Envy,Mirage,16,9,1,1,9,6,7,3,5242,2340339,15,51,2,1,1
2020-03-14,Supremacy,Infamous,Dust2,16,1,1,1,14,1,2,0,5244,2340433,212,267,2,0,1
2020-03-13,Bad News Bears,Oceanus,Mirage,16,4,1,1,11,4,5,0,5151,2340304,33,121,16,4,1
2020-03-13,District 7,Divine,Mirage,22,20,1,1,7,8,8,7,5151,2340303,93,109,22,20,1
2020-03-13,Swole Patrol,Under 21,Nuke,16,8,1,2,4,5,12,3,5151,2340301,81,80,16,8,1
2020-03-13,Swole Identity,Big Frames,Inferno,25,22,1,2,6,9,9,6,5151,2340041,79,92,25,22,1
2020-03-13,TeamOne,Mythic,Overpass,4,16,2,2,1,4,3,12,5151,2340295,126,58,4,16,2
2020-03-13,Thunder Logic,Rugratz,Mirage,11,16,2,2,3,9,8,7,5151,2340385,160,85,11,16,2
2020-03-13,Triumph,In The Lab,Inferno,16,7,1,2,6,2,10,5,5151,2340302,50,124,16,7,1
2020-03-13,Swole Identity,Bad News Bears,Dust2,9,16,2,2,6,4,3,12,5151,2340297,79,33,9,16,2
2020-03-13,Under 21,Mythic,Mirage,22,19,1,1,10,5,5,10,5151,2340299,80,58,22,19,1
2020-03-13,Divine,Station7,Mirage,13,16,2,2,4,10,9,6,5151,2340296,109,133,13,16,2
2020-03-13,Chaos,New England Whalers,Nuke,16,10,1,1,9,6,7,4,5151,2339764,43,178,16,10,1
2020-03-13,District 7,Swole Patrol,Nuke,12,16,2,1,9,6,3,10,5151,2340298,93,81,12,16,2
2020-03-13,Divine,Big Frames,Overpass,16,11,1,2,5,7,11,4,5151,2340307,109,92,16,11,1
2020-03-13,Triumph,Monstars,Overpass,16,4,1,1,13,2,3,2,5151,2340300,50,119,16,4,1
2020-03-13,Chaos,Thunder Logic,Nuke,16,12,1,1,9,6,7,6,5151,2340306,43,160,16,12,1
2020-03-13,Reapers,Neverest,Vertigo,17,19,2,2,4,11,11,4,5245,2340389,241,206,2,1,1
2020-03-13,New England Whalers,TeamOne,Nuke,16,12,1,2,4,9,12,3,5151,2340043,178,126,16,12,1
2020-03-13,MAD Lions,HAVU,Train,10,16,2,1,6,9,4,7,5242,2340335,12,30,1,2,2
2020-03-13,District 7,Mythic,Mirage,16,11,1,2,6,6,10,5,5151,2340305,93,58,16,11,1
2020-03-13,Reapers,Neverest,Mirage,16,10,1,2,8,3,8,7,5245,2340389,241,206,2,1,1
2020-03-13,Reapers,Neverest,Inferno,16,10,1,1,10,5,6,5,5245,2340389,241,206,2,1,1
2020-03-13,Copenhagen Flames,c0ntact,Nuke,16,19,2,2,9,6,6,9,5242,2340336,31,26,0,2,2
2020-03-13,MAD Lions,HAVU,Nuke,13,16,2,1,11,4,2,12,5242,2340335,12,30,1,2,2
2020-03-13,MAD Lions,HAVU,Mirage,16,12,1,2,7,6,9,6,5242,2340335,12,30,1,2,2
2020-03-13,Copenhagen Flames,c0ntact,Mirage,5,16,2,1,4,11,1,5,5242,2340336,31,26,0,2,2
2020-03-13,pro100,Sprout,Train,16,12,1,1,10,5,6,7,5150,2339721,35,38,16,12,1
2020-03-13,Spirit,Demolition Crew,Nuke,16,9,1,2,10,0,6,9,5150,2340333,27,99,16,9,1
2020-03-13,Singularity,Unicorns of Love,Nuke,16,7,1,2,7,1,9,6,5150,2340332,65,106,16,7,1
2020-03-13,Spirit,pro100,Mirage,16,8,1,1,10,5,6,3,5150,2340330,27,35,16,8,1
2020-03-13,TeamOne,In The Lab,Dust2,16,5,1,1,12,3,4,2,5151,2340308,126,124,16,5,1
2020-03-13,Oceanus,Swole Patrol,Nuke,10,16,2,2,3,8,7,8,5151,2340386,121,81,10,16,2
2020-03-12,Station7,Big Frames,Overpass,3,16,2,2,2,2,1,14,5151,2340033,133,92,3,16,2
2020-03-12,Bad News Bears,New England Whalers,Inferno,13,16,2,1,8,7,5,9,5151,2340032,33,178,13,16,2
2020-03-12,District 7,Chaos,Mirage,13,16,2,2,3,11,10,5,5151,2340034,93,43,13,16,2
2020-03-12,Triumph,Under 21,Inferno,11,16,2,2,3,9,8,7,5151,2340035,50,80,11,16,2
2020-03-12,Soberano,Bravos,Nuke,16,9,1,1,11,4,5,5,5182,2339239,244,193,2,0,1
2020-03-12,Soberano,Bravos,Dust2,22,20,1,1,7,8,8,7,5182,2339239,244,193,2,0,1
2020-03-12,Mythic,Recon 5,Vertigo,14,16,2,2,3,12,11,4,5151,2340273,58,74,14,16,2
2020-03-12,Oceanus,TeamOne,Dust2,9,16,2,2,4,6,5,10,5151,2340248,121,126,9,16,2
2020-03-12,Chaos,Infinity,Dust2,16,8,1,2,4,5,12,3,5151,2340029,43,137,16,8,1
2020-03-12,Chaos,Swole Identity,Dust2,14,16,2,1,8,7,6,9,5151,2340271,43,79,14,16,2
2020-03-12,Rugratz,Divine,Mirage,16,14,1,2,8,7,8,7,5151,2340272,85,109,16,14,1
2020-03-12,Bad News Bears,TeamOne,Nuke,12,16,2,1,10,5,2,11,5151,2340031,33,126,12,16,2
2020-03-12,In The Lab,Infinity,Mirage,13,16,2,2,9,5,4,11,5151,2340269,124,137,13,16,2
2020-03-12,Triumph,Swole Patrol,Vertigo,5,16,2,2,1,5,4,11,5151,2340270,50,81,5,16,2
2020-03-12,Swole Identity,Divine,Overpass,12,16,2,1,6,9,6,7,5151,2340030,79,109,12,16,2
2020-03-12,Under 21,Recon 5,Nuke,16,8,1,1,9,6,7,2,5151,2340037,80,74,16,8,1
2020-03-12,Swole Patrol,In The Lab,Overpass,16,3,1,1,12,3,4,0,5151,2340268,81,124,16,3,1
2020-03-12,Rugratz,Oceanus,Mirage,16,4,1,1,11,4,5,0,5151,2340247,85,121,16,4,1
2020-03-12,Divine,TeamOne,Dust2,14,16,2,1,8,7,6,9,5151,2340274,109,126,14,16,2
2020-03-12,In The Lab,Big Frames,Mirage,16,10,1,2,7,4,9,6,5151,2340275,124,92,16,10,1
2020-03-12,District 7,Thunder Logic,Mirage,16,14,1,1,6,9,10,5,5151,2340276,93,160,16,14,1
2020-03-12,Rooster,Paradox,Mirage,16,9,1,2,8,2,8,7,5228,2340203,94,112,2,1,1
2020-03-12,Illuminar,Spirit,Train,10,16,2,1,3,12,7,4,5150,2340294,49,27,10,16,2
2020-03-12,New England Whalers,Station7,Inferno,16,11,1,2,7,5,9,6,5151,2340036,178,133,16,11,1
2020-03-12,Japaleno,BIG,Inferno,11,16,2,1,9,6,2,10,5150,2340293,66,20,11,16,2
2020-03-12,PACT,pro100,Inferno,11,16,2,1,6,9,5,7,5150,2339641,67,35,11,16,2
2020-03-12,Spirit,Nemiga,Inferno,8,16,2,2,1,8,7,8,5150,2340292,27,57,8,16,2
2020-03-12,Sprout,Nordavind,Dust2,14,16,2,2,3,12,11,4,5150,2340291,38,53,14,16,2
2020-03-12,Unicorns of Love,HellRaisers,Dust2,6,16,2,2,1,6,5,10,5150,2340290,106,61,6,16,2
2020-03-12,Spirit,Nordavind,Inferno,16,5,1,1,10,5,6,0,5150,2340327,27,53,16,5,1
2020-03-12,HellRaisers,Wisla Krakow,Dust2,16,12,1,1,8,7,8,5,5150,2340288,61,189,16,12,1
2020-03-12,HellRaisers,Singularity,Dust2,16,12,1,1,7,8,9,4,5150,2339891,61,65,16,12,1
2020-03-12,Rooster,Paradox,Train,11,16,2,1,2,13,9,3,5228,2340203,94,112,2,1,1
2020-03-12,VERTEX,I sleep,Inferno,16,6,1,2,7,0,9,6,5228,2340202,172,173,2,0,1
2020-03-12,Rooster,Paradox,Inferno,16,13,1,1,8,7,8,6,5228,2340203,94,112,2,1,1
2020-03-12,Incept,Paradox,Dust2,7,16,2,2,3,5,4,11,5152,2340251,176,112,7,16,2
2020-03-12,VERTEX,I sleep,Dust2,16,2,1,1,13,2,3,0,5228,2340202,172,173,2,0,1
2020-03-12,Rooster,TRIDENT,Mirage,16,9,1,2,5,5,11,4,5152,2340324,94,134,16,9,1
2020-03-12,Chiefs,Skyfire,Inferno,22,20,1,1,9,6,6,9,5152,2340191,64,125,22,20,1
2020-03-12,ORDER,Ground Zero,Inferno,16,14,1,2,10,5,6,9,5152,2339951,55,91,16,14,1
2020-03-12,Ground Zero,Skyfire,Mirage,12,16,2,2,3,10,9,6,5152,2340277,91,125,12,16,2
2020-03-11,Bad News Bears,Monstars,Inferno,13,16,2,2,3,11,10,5,5151,2340242,33,119,13,16,2
2020-03-11,Chiefs,Paradox,Dust2,13,16,2,1,8,7,5,9,5236,2340254,64,112,1,2,2
2020-03-11,I sleep,Esper,Inferno,16,7,1,1,11,4,5,3,5152,2340252,173,247,16,7,1
2020-03-11,PC419,Formidable,Nuke,16,8,1,1,10,5,6,3,5152,2340250,205,203,16,8,1
2020-03-11,TeamOne,Recon 5,Nuke,16,11,1,2,9,3,7,8,5151,2340245,126,74,16,11,1
2020-03-11,LiViD,TeamOne,Nuke,12,16,2,1,7,8,5,8,5151,2340028,93,126,12,16,2
2020-03-11,Under 21,New England Whalers,Nuke,12,16,2,1,6,9,6,7,5151,2340027,80,178,12,16,2
2020-03-11,Big Frames,Recon 5,Nuke,6,16,2,2,1,6,5,10,5151,2340244,92,74,6,16,2
2020-03-11,Triumph,Thunder Logic,Overpass,16,7,1,1,9,6,7,1,5151,2340240,50,160,16,7,1
2020-03-11,TeamOne,Triumph,Dust2,19,17,1,2,10,5,5,10,5151,2340026,126,50,19,17,1
2020-03-11,Big Frames,Rugratz,Nuke,14,16,2,1,11,4,3,12,5151,2340263,92,85,14,16,2
2020-03-11,Under 21,Infinity,Mirage,16,7,1,1,11,4,5,3,5151,2340025,80,137,16,7,1
2020-03-11,New England Whalers,Monstars,Overpass,11,16,2,1,8,7,3,9,5151,2340023,178,119,11,16,2
2020-03-11,Station7,ex-eUnited,Overpass,4,16,2,2,0,5,4,11,5151,2340241,133,81,4,16,2
2020-03-11,In The Lab,Divine,Inferno,16,7,1,1,9,6,7,1,5151,2340246,124,109,16,7,1
2020-03-11,Station7,Rugratz,Overpass,7,16,2,1,6,9,1,7,5151,2340239,133,85,7,16,2
2020-03-11,Chiefs,Paradox,Mirage,20,22,2,1,5,10,10,5,5236,2340254,64,112,1,2,2
2020-03-11,Chiefs,Paradox,Inferno,16,14,1,2,10,5,6,9,5236,2340254,64,112,1,2,2
2020-03-11,LiViD,Recon 5,Train,9,16,2,1,6,9,3,7,5151,2339767,93,74,9,16,2
2020-03-11,FURY,TRIDENT,Vertigo,20,22,2,2,4,11,11,4,5152,2340253,185,134,20,22,2
2020-03-11,Keyd,Isurus,Inferno,7,16,2,1,6,9,1,7,5182,2339238,198,88,1,1,2
2020-03-11,Keyd,Isurus,Nuke,16,12,1,2,10,3,6,9,5182,2339238,198,88,1,1,2
2020-03-11,Illuminar,Nemiga,Nuke,13,16,2,1,6,9,7,7,5150,2339754,49,57,13,16,2
2020-03-11,AGO,Nemiga,Vertigo,16,10,1,1,8,7,8,3,5150,2340262,52,57,16,10,1
2020-03-11,Japaleno,Nordavind,Dust2,16,6,1,2,6,1,10,5,5150,2339862,66,53,16,6,1
2020-03-11,pro100,HellRaisers,Vertigo,16,13,1,1,9,6,7,7,5150,2340261,35,61,16,13,1
2020-03-11,Demolition Crew,BIG,Mirage,7,16,2,1,6,9,1,7,5150,2340260,99,20,7,16,2
2020-03-11,Wisla Krakow,Japaleno,Dust2,17,19,2,2,8,7,7,8,5150,2340259,189,66,17,19,2
2020-03-11,Spirit,Unicorns of Love,Inferno,16,6,1,2,7,0,9,6,5150,2340258,27,106,16,6,1
2020-03-11,ORDER,AVANT,Dust2,9,16,2,2,4,6,5,10,5236,2340204,55,70,1,2,2
2020-03-11,Sprout,Movistar Riders,Nuke,16,12,1,1,5,10,11,2,5150,2340212,38,37,16,12,1
2020-03-11,Sprout,PACT,Train,16,11,1,1,12,3,4,8,5150,2339675,38,67,16,11,1
2020-03-11,Illuminar,BIG,Mirage,7,16,2,2,4,4,3,12,5150,2340257,49,20,7,16,2
2020-03-11,ORDER,AVANT,Inferno,13,16,2,1,7,8,6,8,5236,2340204,55,70,1,2,2
2020-03-11,Nordavind,PACT,Overpass,16,2,1,1,13,2,3,0,5150,2339997,53,67,16,2,1
2020-03-11,ORDER,AVANT,Train,16,14,1,2,10,5,6,9,5236,2340204,55,70,1,2,2
2020-03-11,GamerLegion,pro100,Mirage,16,14,1,2,9,6,7,8,5150,2340256,39,35,16,14,1
2020-03-11,Spirit,HellRaisers,Vertigo,10,16,2,1,9,6,1,10,5150,2340255,27,61,10,16,2
2020-03-11,Nemiga,Nordavind,Nuke,16,6,1,1,14,1,2,5,5150,2339755,57,53,16,6,1
2020-03-10,Divine,Monstars,Inferno,23,25,2,2,10,5,5,10,5151,2340235,109,119,23,25,2
2020-03-10,Big Frames,Bad News Bears,Nuke,6,16,2,1,5,10,1,6,5151,2340233,92,33,6,16,2
2020-03-10,Station7,Recon 5,Inferno,13,16,2,1,5,10,8,6,5151,2340019,133,74,13,16,2
2020-03-10,TeamOne,Infinity,Train,16,14,1,1,9,6,7,8,5151,2340016,126,137,16,14,1
2020-03-10,Thunder Logic,Bad News Bears,Inferno,6,16,2,2,1,6,5,10,5151,2340236,160,33,6,16,2
2020-03-10,ex-eUnited,Chaos,Nuke,13,16,2,2,5,9,8,7,5151,2340237,81,43,13,16,2
2020-03-10,Station7,In The Lab,Mirage,16,11,1,2,10,2,6,9,5151,2340018,133,124,16,11,1
2020-03-10,Infinity,Divine,Mirage,14,16,2,2,9,6,5,10,5151,2340017,137,109,14,16,2
2020-03-10,TeamOne,Swole Identity,Overpass,16,11,1,2,9,3,7,8,5151,2340231,126,79,16,11,1
2020-03-10,Rugratz,Monstars,Mirage,16,4,1,1,12,3,4,1,5151,2340234,85,119,16,4,1
2020-03-10,Under 21,Oceanus,Nuke,16,2,1,2,2,1,14,1,5151,2340232,80,121,16,2,1
2020-03-10,DETONA,RED Canids,Train,9,16,2,1,8,7,1,9,5182,2339148,76,83,0,2,2
2020-03-10,DETONA,RED Canids,Nuke,14,16,2,2,7,8,7,8,5182,2339148,76,83,0,2,2
2020-03-10,Oceanus,New England Whalers,Nuke,16,13,1,1,9,6,7,7,5151,2340015,121,178,16,13,1
2020-03-10,ex-eUnited,Thunder Logic,Nuke,16,3,1,1,12,3,4,0,5151,2340230,81,160,16,3,1
2020-03-10,Under 21,Rugratz,Dust2,16,1,1,2,2,0,14,1,5151,2340226,80,85,16,1,1
2020-03-10,ex-eUnited,TeamOne,Train,16,8,1,2,7,2,9,6,5151,2340238,81,126,16,8,1
2020-03-10,Yeah,Envy,Overpass,12,16,2,1,7,8,5,8,5178,2340201,62,51,0,2,2
2020-03-10,In The Lab,New England Whalers,Inferno,12,16,2,2,5,8,7,8,5151,2340020,124,178,12,16,2
2020-03-10,In The Lab,Recon 5,Train,7,16,2,1,7,8,0,8,5151,2340228,124,74,7,16,2
2020-03-10,Yeah,Envy,Inferno,11,16,2,2,8,4,3,12,5178,2340201,62,51,0,2,2
2020-03-10,PACT,BIG,Dust2,7,16,2,1,2,13,5,3,5150,2339723,67,20,7,16,2
2020-03-10,AVANT,Paradox,Train,16,9,1,1,11,4,5,5,5152,2339886,70,112,16,9,1
2020-03-10,AGO,Nordavind,Mirage,7,16,2,2,1,7,6,9,5150,2340218,52,53,7,16,2
2020-03-10,Demolition Crew,Illuminar,Nuke,16,6,1,1,11,4,5,2,5150,2340217,99,49,16,6,1
2020-03-10,GamerLegion,Japaleno,Overpass,16,14,1,2,9,6,7,8,5150,2340216,39,66,16,14,1
2020-03-10,Spirit,Movistar Riders,Nuke,16,13,1,1,10,5,6,8,5150,2340215,27,37,16,13,1
2020-03-10,Demolition Crew,HellRaisers,Mirage,12,16,2,2,4,9,8,7,5150,2339323,99,61,12,16,2
2020-03-10,AGO,pro100,Train,19,15,1,1,8,7,7,8,5150,2340220,52,35,19,15,1
2020-03-10,Spirit,PACT,Inferno,16,3,1,1,12,3,4,0,5150,2340213,27,67,16,3,1
2020-03-10,Nemiga,HellRaisers,Inferno,13,16,2,2,5,9,8,7,5150,2340211,57,61,13,16,2
2020-03-10,BIG,Sprout,Mirage,14,16,2,2,7,8,7,8,5150,2340214,20,38,14,16,2
2020-03-10,Paradox,Ground Zero,Inferno,15,19,2,2,6,9,9,6,5236,2340193,112,91,2,1,1
2020-03-10,Rooster,Chiefs,Inferno,8,16,2,2,4,5,4,11,5236,2340192,94,64,0,2,2
2020-03-10,Skyfire,AVANT,Mirage,8,16,2,2,4,5,4,11,5152,2340208,125,70,8,16,2
2020-03-10,Paradox,Ground Zero,Mirage,16,9,1,1,8,7,8,2,5236,2340193,112,91,2,1,1
2020-03-10,Formidable,Incept,Dust2,9,16,2,2,3,7,6,9,5152,2340210,203,176,9,16,2
2020-03-10,Rooster,Chiefs,Mirage,38,40,2,1,8,7,7,8,5236,2340192,94,64,0,2,2
2020-03-10,PC419,Airborne,Nuke,7,16,2,2,1,7,6,9,5152,2340209,205,188,7,16,2
2020-03-10,PC419,Chiefs,Inferno,5,16,2,1,4,11,1,5,5152,2340206,205,64,5,16,2
2020-03-10,Paradox,Ground Zero,Overpass,19,15,1,2,11,4,4,11,5236,2340193,112,91,2,1,1
2020-03-09,TeamOne,Monstars,Mirage,6,16,2,2,1,6,5,10,5151,2340012,135,100,6,16,2
